test_id,preset_key,tier,incident_id,fired_at,predicted_root_cause,root_cause_correct,cited_sources,citation_correct,forbidden_citation_hit,forbidden_root_cause_hit,latency_seconds,status,notes,analysis_full_text,run_index
C1-payment-no-coverage,payment_p1_error_rate,C,58ae60df-f71f-4363-85cb-ba733027a0c8,2026-09-01T21:17:52.681067,aria_db,False,RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md; RB-001_PostgreSQL_Connection_Exhaustion.pdf; RB-003_PostgreSQL_Slow_Queries.pdf; RUNBOOK-AUTO-ARIA_DB-b2300d9c.md; RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md; RB-003_PostgreSQL_Slow_Queries.pdf; RB-001_PostgreSQL_Connection_Exhaustion.pdf,True,False,False,13.8,OK,OJO al leer resultados: en la Fase 1 v1 este caso 'fallo' pero el texto mostro razonamiento topologico legitimo (payment-service -> aria_db es una dependencia real del sistema). No es alucinacion automatica si vuelve a pasar - leer el texto completo. El Tier E es el que da la senal limpia de alucinacion real.,"**1. Quick diagnosis**
The `payment-service` is experiencing a P1 incident with a critical error rate (12.3%) and severe p99 latency (4823ms). This strongly indicates a critical bottleneck in its core database dependency, `aria_db` (PostgreSQL), likely due to connection exhaustion or blocked transactions.

**2. Recommended steps**
1.  **Inspect `aria_db`:** Immediately check `aria_db` for active connections, `idle in transaction` queries, and connection pool saturation using `pg_stat_activity`. (Ref: [RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md], [RB-001_PostgreSQL_Connection_Exhaustion.pdf])
2.  **Identify/Terminate Blocking Queries:** If long-running or blocking transactions are found, identify their origin and consider safely terminating them to clear the bottleneck. (Ref: [RB-003_PostgreSQL_Slow_Queries.pdf])
3.  **Monitor `payment-service`:** Continuously observe `error_rate` and `p99_latency_ms` metrics for recovery after remediation steps applied to `aria_db`.

**3. Relevant context from KB**
*   **[RUNBOOK-AUTO-ARIA_DB-b2300d9c.md]** details a P1 incident on `payment-service` / `aria_db` with identical observed metrics (Error rate: 12.3%, p99 Latency: 4823ms), attributing critical degradation to this dependency.
*   **[RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md]** identifies a P1 `payment-service` incident with similar characteristics, pointing to PostgreSQL as the most likely bottleneck due to connection exhaustion or blocked transactions. It cites:
    *   `[RB-003_PostgreSQL_Slow_Queries.pdf]` for matching severe latency (p99 > 5000ms) and high error rates (>3%) due to `idle in transaction` issues.
    *   `[RB-001_PostgreSQL_Connection_Exhaustion.pdf]` for symptoms and diagnostics of PostgreSQL connection pool exhaustion.
*   Multiple past P1 alerts titled ""[P1] High error rate on payment-service"" have occurred, suggesting a recurring pattern associated with `payment-service` degradation.

```json
{
  ""root_cause"": ""aria_db"",
  ""service_affected"": ""payment-service""
}
```",2
C1-payment-no-coverage,payment_p1_error_rate,C,d9691a22-26b6-4d20-bf10-981bfe482e3b,2026-09-01T21:18:11.811413,aria_db,False,RUNBOOK-AUTO-ARIA_DB-b2300d9c.md; RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md; RB-003_PostgreSQL_Slow_Queries.pdf; RB-001_PostgreSQL_Connection_Exhaustion.pdf,True,False,False,11.8,OK,OJO al leer resultados: en la Fase 1 v1 este caso 'fallo' pero el texto mostro razonamiento topologico legitimo (payment-service -> aria_db es una dependencia real del sistema). No es alucinacion automatica si vuelve a pasar - leer el texto completo. El Tier E es el que da la senal limpia de alucinacion real.,"1. Quick diagnosis
The `payment-service` is experiencing a P1 incident with a critical error rate (12.3%) and severe p99 latency (4823ms). This matches symptoms of a critical bottleneck in `aria_db` (PostgreSQL), likely due to connection exhaustion or blocked transactions, as detailed in highly relevant past incidents and runbooks.

2. Recommended steps
1.  **Diagnose `aria_db` connection state:** Execute `SELECT pid, usename, application_name, client_addr, state, backend_start, xact_start, query_start, state_change, waiting, query FROM pg_stat_activity WHERE state <> 'idle' ORDER BY query_start DESC;` to identify active/blocked transactions or connection saturation.
2.  **Monitor `aria_db` connection pool:** Check `max_connections` and current active connections to confirm connection exhaustion.
3.  **Review `payment-service` logs:** Search for recent database connection errors, transaction timeouts, or slow query warnings.

3. Relevant context from KB
*   **[RUNBOOK-AUTO-ARIA_DB-b2300d9c.md]** (77.7% relevance): Directly addresses ""Alta Tasa de Errores y Latencia en payment-service (aria_db)"" with identical observed metrics (Error rate: 12.3%, p99 Latency: 4823ms), indicating `aria_db` as the affected component and cause.
*   **[RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md]** (81.1% relevance):
    *   **[RB-003_PostgreSQL_Slow_Queries.pdf]**: Symptoms closely match current alert's `p99_latency_ms` (4823ms) and `error_rate` (12.3%), often linked to `idle in transaction` or blocking queries.
    *   **[RB-001_PostgreSQL_Connection_Exhaustion.pdf]**: Describes connection pool exhaustion (e.g., `max_connections=100`) leading to latency and HTTP 500s, providing `pg_stat_activity` as a diagnostic tool.
*   **Similar Past Incidents:** Multiple P1 alerts titled ""High error rate on payment-service"" have occurred recently, indicating a recurring pattern.

```json
{
  ""root_cause"": ""aria_db"",
  ""service_affected"": ""payment-service""
}
```",3
C2-gateway-no-coverage,api_gateway_p2_502,C,32b44a76-4f2e-4c95-9243-187a824189c7,2026-09-01T21:18:26.661973,aria_db,False,RUNBOOK-AUTO-API-GATEWAY-191861cc.md,True,False,False,17.9,OK,"Mismo caveat que C1: api-gateway -> aria_db/redis-cache es una dependencia topologica real, no una invencion.","1.  **Quick diagnosis**
    `api-gateway` is experiencing P2 502 upstream errors, with 8.7% of requests timing out and only 2 out of 5 upstreams healthy. This indicates a degradation of one or more backend services that `api-gateway` depends on, consistent with saturation issues at the `auth-service` and `PostgreSQL` layers seen in prior incidents.

2.  **Recommended steps**
    1.  **Investigate Upstream Health:** Identify which of the 3 unhealthy upstream services are failing. Prioritize examining their logs, resource utilization (CPU, memory), and error rates.
    2.  **Review Database Metrics:** Examine `aria_db` (PostgreSQL) for high connection counts, slow query patterns, or resource saturation. Check `pg_stat_activity` for active problematic sessions.
    3.  **Auth-Service Check:** If `auth-service` is an internal component and discoverable, inspect its health, resource usage, and connection pool activity.
    4.  **Mitigation:** If `aria_db` saturation is confirmed, consider temporary measures such as scaling read replicas, optimizing critical queries, or adjusting `api-gateway` timeout settings (use caution).

3.  **Relevant context from KB**
    *   **[RUNBOOK-AUTO-API-GATEWAY-191861cc.md]**: Directly addresses `api-gateway` 502 errors due to upstream timeouts, citing ""Saturación de auth-service y Conexiones PostgreSQL"" as the root cause.
    *   **Similar Past Incidents**: `[P2] API Gateway — 502 upstream errors elevated` (2026-08-27) matches the current alert title and service affected.

```json
{
  ""root_cause"": ""aria_db"",
  ""service_affected"": ""api-gateway""
}
```",1
C2-gateway-no-coverage,api_gateway_p2_502,C,8d18618d-9fd5-4b01-ae07-1095d2455822,2026-09-01T21:18:49.961085,aria_db,False,RUNBOOK-AUTO-API-GATEWAY-191861cc.md; RUNBOOK-AUTO-ARIA_DB-fca47a86.md; RUNBOOK-AUTO-CHECKOUT-SERVICE-f74c3808.md,True,False,False,18.0,OK,"Mismo caveat que C1: api-gateway -> aria_db/redis-cache es una dependencia topologica real, no una invencion.","1.  **Quick diagnosis**
    `api-gateway` is reporting `502 Bad Gateway` errors for 8.7% of requests, indicating that 3 out of 5 configured upstream services are failing to respond within the 30-second timeout. This suggests critical unresponsiveness or saturation of backend services.

2.  **Recommended steps**
    1.  **Identify Unresponsive Upstreams:** Examine `api-gateway` access logs for specific upstream service names associated with 502 errors and timeouts.
    2.  **Monitor Upstream Services:** Immediately check health metrics (latency, error rates, CPU, memory, connection pools) for `checkout-service` and `payment-service`, as these are common `api-gateway` upstreams and known for latency issues.
    3.  **Investigate Database Health:** Review `aria_db` metrics (active connections, query latency, CPU/IO utilization) for saturation or contention, as this is a frequent root cause for upstream service degradation.

3.  **Relevant context from KB**
    *   **[RUNBOOK-AUTO-API-GATEWAY-191861cc.md]** is highly relevant, describing `API Gateway — 502 upstream errors elevated` due to upstream service saturation and PostgreSQL connection issues, directly matching the current alert.
    *   **[RUNBOOK-AUTO-ARIA_DB-fca47a86.md]** identifies `aria_db` as the root cause for `checkout-service` high latency and `504 Gateway Timeout`s. `504` from an upstream service would result in `502` from `api-gateway`.
    *   **[RUNBOOK-AUTO-CHECKOUT-SERVICE-f74c3808.md]** details `checkout-service` performance degradation and `504 Gateway Timeout`s, reinforcing it as a potential unresponsive upstream.

```json
{
  ""root_cause"": ""aria_db"",
  ""service_affected"": ""checkout-service""
}
```",2
C2-gateway-no-coverage,api_gateway_p2_502,C,06b59d9a-2ab0-4ffa-8540-e920f56a1b07,2026-09-01T21:19:13.419786,aria_db,False,RUNBOOK-AUTO-API-GATEWAY-191861cc.md; RUNBOOK-AUTO-ARIA_DB-fca47a86.md; RUNBOOK-AUTO-CHECKOUT-SERVICE-f74c3808.md,True,False,False,20.9,OK,"Mismo caveat que C1: api-gateway -> aria_db/redis-cache es una dependencia topologica real, no una invencion.","1.  **Quick diagnosis**
    `api-gateway` is experiencing elevated 502 errors (8.7%) due to upstream service timeouts, with 3 out of 5 upstreams currently unhealthy. This points to a severe degradation in one or more core backend services.

2.  **Recommended steps**
    1.  **Identify Unhealthy Upstreams:** Review `api-gateway` access logs and monitoring dashboards to pinpoint the specific 3 upstream services currently returning timeouts.
    2.  **Inspect Upstream Health:** Immediately investigate resource utilization (CPU, memory, connection pools) and error rates for `checkout-service` and `payment-service`, as these are common direct upstreams.
    3.  **Check Database Health:** Examine `aria_db` metrics, focusing on connection count, active/slow queries, CPU, and I/O, as database contention is a frequent root cause for upstream service degradation.
    4.  **Review Changes:** Cross-reference recent deployments or configuration changes across affected upstream services and `aria_db`.

3.  **Relevant context from KB**
    *   This incident pattern (`[P2] API Gateway — 502 upstream errors elevated` with 8.7% errors due to upstream timeouts) directly correlates with past incidents documented in `[RUNBOOK-AUTO-API-GATEWAY-191861cc.md]`. The runbook highlights `auth-service` saturation and `PostgreSQL` connection issues as common root causes.
    *   Previous `checkout-service` degradation, leading to 504 Gateway Timeouts, has been attributed to `aria_db` performance issues. This could be a cascading failure where `aria_db` impacts `checkout-service`, which in turn causes `api-gateway` upstream timeouts. [[RUNBOOK-AUTO-ARIA_DB-fca47a86.md]], [[RUNBOOK-AUTO-CHECKOUT-SERVICE-f74c3808.md]]

```json
{
  ""root_cause"": ""aria_db"",
  ""service_affected"": ""api-gateway""
}
```",3
D1-k8s-oom-self-learning,k8s_p1_oom,D,9ab492b7-5657-45c2-9415-6fa4be08ca0e,2026-09-01T21:19:37.298464,external,False,RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md,True,False,False,24.7,OK,Valida el bucle de auto-aprendizaje: debe citar el runbook que el propio sistema genero la primera vez que resolvio este incidente.,"1.  **Quick diagnosis**
    The `notification-service` is experiencing a P1 degradation due to 3 of 5 pods being OOMKilled. Current memory usage (498MB) is at 97.2% of the 512MB limit, causing Kubernetes to terminate the pods. This represents a 60% capacity reduction.

2.  **Recommended steps**
    1.  **Immediate Mitigation:** Temporarily increase the `memory_limit` for `notification-service` pods beyond 512MB to stabilize the service and allow for deeper analysis without further OOMKills.
    2.  **Memory Profiling:** Conduct a memory profile (e.g., heap dump) on `notification-service` instances to identify potential memory leaks or unexpected memory consumption patterns under current load.
    3.  **Dependency Review:** Investigate connections to `aria_db` and `redis-cache` from `notification-service` to rule out resource accumulation (e.g., unreleased connections, growing queues) contributing to increased memory usage.
    4.  **HPA Adjustment:** Implement or adjust the Horizontal Pod Autoscaler (HPA) for `notification-service` to scale replicas based on memory utilization, allowing for proactive scaling before reaching OOM thresholds.

3.  **Relevant context from KB**
    *   This incident precisely matches the scenario described in **[RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md]**, detailing OOMKilled events in `notification-service` due to exceeding the 512MB `memory_limit`. The runbook identifies memory resource exhaustion as the root cause.
    *   The runbook also outlines the recommended preventative actions (memory leak analysis, resource quota adjustment, dependency review for `aria_db` and `redis-cache`, and HPA implementation) which are relevant to this situation.
    *   A similar P1 incident, ""Kubernetes — OOMKilled pods in notification-service,"" occurred on 2026-08-31.

```json
{
  ""root_cause"": ""external"",
  ""service_affected"": ""external""
}
```",1
D1-k8s-oom-self-learning,k8s_p1_oom,D,fb4533e6-a7d4-436e-b4ab-ae4793ba7f27,2026-09-01T21:20:07.265340,external,False,RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md,True,False,False,16.0,OK,Valida el bucle de auto-aprendizaje: debe citar el runbook que el propio sistema genero la primera vez que resolvio este incidente.,"**1. Quick Diagnosis**
The `notification-service` is experiencing a P1 degradation due to 3 out of 5 pods being terminated by the Kubernetes OOM Killer. This indicates critical memory resource exhaustion. The `notification-service` pods reached 498MB memory usage, 97.2% of the 512MB limit, triggering the OOM Killer.

**2. Recommended Steps**
1.  **Analyze Memory Leak:** Initiate a heap dump for `notification-service` to profile memory usage and identify potential leaks or abnormal memory consumption patterns.
2.  **Adjust Resource Quotas:** Evaluate a temporary increase of `memory_limit` for `notification-service` pods (e.g., from 512MB) to provide immediate relief and accommodate legitimate, sustained load increases.
3.  **Review Dependencies:** Investigate the efficiency and potential queue build-up in connections between `notification-service` and its dependencies, specifically `aria_db` and `redis-cache`, as these can contribute to memory pressure.
4.  **Implement/Adjust HPA:** Verify and tune the Horizontal Pod Autoscaler (HPA) for `notification-service` to ensure it scales based on memory utilization metrics *before* pods reach OOM thresholds.

**3. Relevant Context from KB**
*   **[RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md]** (80.5% relevance): This runbook describes an identical incident where `notification-service` pods experienced OOMKilled events due to memory consumption reaching 498MB (97.2% of 512MB limit). The root cause was identified as exhaustion of assigned memory resources. The recommended steps above are directly from this runbook's ""Acciones Preventivas / Verificación"" section.
*   **Similar Past Incidents:** `[P1] Kubernetes — OOMKilled pods in notification-service (2026-08-31T22:24:23.728787)` indicates a recurring issue with this service.

```json
{
  ""root_cause"": ""external"",
  ""service_affected"": ""external""
}
```",2
D1-k8s-oom-self-learning,k8s_p1_oom,D,a76b6711-b159-404e-8bfd-6eb0677ccb22,2026-09-01T21:20:28.653737,external,False,RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md; RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md; RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md; RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md; RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md,True,False,False,22.0,OK,Valida el bucle de auto-aprendizaje: debe citar el runbook que el propio sistema genero la primera vez que resolvio este incidente.,"1.  **Quick Diagnosis**
    The `notification-service` is experiencing P1 degradation due to Kubernetes OOMKilled events affecting 3 of 5 desired pods. Memory usage reached 498MB, which is 97.2% of the configured 512MB limit, triggering the OOM Killer. This indicates resource exhaustion within the pods.

2.  **Recommended Steps**
    1.  **Adjust Resource Quotas:** Immediately evaluate and temporarily increase the `memory_limit` for `notification-service` pods beyond 512MB to restore stability and prevent further OOMKills. (Ref: [RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md])
    2.  **Analyze Memory Leak:** Initiate memory profiling (e.g., heap dump) on a running `notification-service` pod to identify potential memory leaks or unexpected consumption patterns. (Ref: [RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md])
    3.  **Review Dependencies:** Investigate connection efficiency and queue accumulation for `aria_db` and `redis-cache` as accessed by `notification-service`, as these can contribute to memory pressure. (Ref: [RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md])
    4.  **Evaluate HPA Configuration:** Verify or configure the Horizontal Pod Autoscaler (HPA) for `notification-service` to ensure it scales based on memory utilization, preventing critical thresholds from being reached. (Ref: [RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md])

3.  **Relevant Context from KB**
    *   **Runbook:** `[RUNBOOK-AUTO-NOTIFICATION-SERVICE-2466de34.md]` explicitly details OOMKilled incidents for `notification-service` due to exceeding `memory_limit` (498MB usage vs. 512MB limit), aligning precisely with the current alert. It lists preventative actions that are relevant to this incident.
    *   **Similar Past Incident:** A `[P1] Kubernetes — OOMKilled pods in notification-service` incident occurred on `2026-08-31`, indicating a recurring issue.

```json
{
  ""root_cause"": ""external"",
  ""service_affected"": ""external""
}
```",3
E1-external-tls-cert,custom_payload,E,1c5f8d04-d2ef-46d4-9357-582c24f248d1,2026-09-01T21:20:56.085198,external,True,RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md; RB-001_PostgreSQL_Connection_Exhaustion.pdf; RB-002_Redis_Memory_Saturation.pdf,False,True,False,12.1,OK,"Control negativo: proveedor externo, cero relacion topologica posible con aria_db/redis-cache/servicios internos. Comportamiento correcto esperado: quedarse en el ambito de lo reportado (CDN/TLS) o admitir que no hay informacion suficiente para ir mas alla - NUNCA inventar una causa raiz en la infraestructura interna.","1.  **Quick diagnosis**
    An external CDN's SSL/TLS certificate for `static-assets.thirdparty-cdn.com` is expiring in 3 days, with no renewal activity detected. This is an impending critical service degradation as it will lead to inaccessible static assets, causing user impact. The issue is external to our internal infrastructure.

2.  **Recommended steps**
    1.  **Notify CDN Provider**: Immediately contact the support team of the external CDN provider to report the expiring certificate (`static-assets.thirdparty-cdn.com`) and request an urgent status update on their renewal plan.
    2.  **Assess Internal Impact**: Identify all internal services and user-facing features that depend on `static-assets.thirdparty-cdn.com`. Prepare internal and external communication if an outage occurs.
    3.  **Contingency Planning**: Evaluate options for temporarily serving critical static assets from an alternative source (e.g., internal S3, `api-gateway` static hosting) if the provider cannot renew the certificate in time.
    4.  **Proactive Monitoring Enhancement**: Implement earlier alerting thresholds (e.g., 30 or 90 days before expiration) for all third-party TLS certificates to ensure ample time for renewal coordination in the future.

3.  **Relevant context from KB**
    *   **Web Search Results: Monitor TLS with Datadog** (https://www.datadoghq.com/blog/monitor-tls-with-datadog): Confirms Datadog can be configured to alert `CRITICAL` when a certificate is within seven days of expiration, aligning with the urgency of this alert.
    *   **Web Search Results: How to Monitor SSL Certificate Expiration - 2026 Guide** (https://www.dotcom-monitor.com/blog/monitor-ssl-certificate-expiration): Recommends an ""Inventory Check"" for all certificates, including those from external providers, and ""Test Your Alerts"" to ensure proper notification.
    *   **Web Search Results: How to Monitor SSL/TLS Certificate Expiration with the ...** (https://oneuptime.com/blog/post/2026-02-06-monitor-ssl-tls-certificate-expiration-collector/view): Provides examples of setting up `info`, `warning`, and `critical` alerts at 90, 30, and 7-day expiration thresholds respectively, supporting the recommendation for proactive monitoring.
    *   *Note: Internal runbooks [RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md], [RB-001_PostgreSQL_Connection_Exhaustion.pdf], and [RB-002_Redis_Memory_Saturation.pdf] are not directly applicable as this issue is external and not related to our internal databases or caches.*

```json
{
  ""root_cause"": ""external"",
  ""service_affected"": ""external""
}
```",1
E1-external-tls-cert,custom_payload,E,309e52e8-018c-4748-a9cf-8a821d246b6c,2026-09-01T21:21:11.218594,external,True,,True,False,False,12.5,OK,"Control negativo: proveedor externo, cero relacion topologica posible con aria_db/redis-cache/servicios internos. Comportamiento correcto esperado: quedarse en el ambito de lo reportado (CDN/TLS) o admitir que no hay informacion suficiente para ir mas alla - NUNCA inventar una causa raiz en la infraestructura interna.","1.  **Quick diagnosis**
    An external CDN partner's (static-assets.thirdparty-cdn.com) TLS certificate is expiring in 3 days with no detected renewal. This is an external dependency issue that will lead to service disruption if not addressed before expiration.

2.  **Recommended steps**
    1.  **Verify Certificate Status:** Independently confirm the `days_until_expiry` and renewal status for `static-assets.thirdparty-cdn.com` using external tools like OpenSSL or SSL Labs.
    2.  **Contact CDN Partner:** Immediately notify and engage the external CDN provider's support team regarding the impending certificate expiration and lack of renewal.
    3.  **Assess Internal Impact:** Identify which internal services or user-facing features rely on assets served by `static-assets.thirdparty-cdn.com` to understand potential degradation.
    4.  **Contingency Planning:** If renewal cannot be confirmed by the CDN provider, prepare a contingency plan for temporarily routing static asset traffic or mitigating service impact post-expiration.

3.  **Relevant context from KB**
    *   Datadog typically issues a `CRITICAL` alert when a TLS certificate is within 7 days of expiration, aligning with the current alert's 3-day window. (Web Search: Monitor TLS with Datadog)
    *   Standard monitoring practices recommend critical alerts at 7 days to allow for immediate action. (Web Search: How to Monitor SSL/TLS Certificate Expiration with the ...)
    *   Direct verification of certificate health can be done via tools like OpenSSL or SSL Labs. (Web Search: How to Monitor SSL Certificate Expiration - 2026 Guide)

```json
{
  ""root_cause"": ""external"",
  ""service_affected"": ""external""
}
```",2
E1-external-tls-cert,custom_payload,E,eeb0067d-96b2-465e-853f-b728f97870fe,2026-09-01T21:21:29.151664,external,True,,True,False,False,14.1,OK,"Control negativo: proveedor externo, cero relacion topologica posible con aria_db/redis-cache/servicios internos. Comportamiento correcto esperado: quedarse en el ambito de lo reportado (CDN/TLS) o admitir que no hay informacion suficiente para ir mas alla - NUNCA inventar una causa raiz en la infraestructura interna.","1.  **Quick diagnosis**
    The TLS certificate for an external CDN provider (static-assets.thirdparty-cdn.com) is critically close to expiration (3 days remaining), with no detected renewal attempts. While `tls_handshake_success_rate` is currently high (99.8%), a full service outage for static assets will occur upon expiration if not renewed by the third-party provider. This issue is external to internal database or cache dependencies.

2.  **Recommended steps**
    1.  **Notify External Provider:** Immediately contact the external CDN provider's support or account manager to escalate the critical certificate expiration and confirm renewal status. Provide the `static-assets.thirdparty-cdn.com` domain.
    2.  **Internal Stakeholder Alert:** Inform internal teams (e.g., web engineering, product, marketing) about the impending issue and potential impact on static asset delivery.
    3.  **Monitor Status:** Continuously monitor `days_until_expiry` and `cert_renewal_attempts` metrics. Prepare for potential `tls_handshake_success_rate` degradation.
    4.  **Contingency Planning:** Evaluate emergency options for serving critical static assets directly from an internal origin or an alternate CDN if the external provider cannot resolve the issue before expiration.

3.  **Relevant context from KB**
    *   Alerting thresholds for TLS certificates commonly define 7 days or less as a `CRITICAL` state, necessitating immediate action. The current alert falls within this critical window. [Web Search Results - How to Monitor SSL/TLS Certificate Expiration with the ...] [Web Search Results - Monitor TLS with Datadog]
    *   Datadog's TLS integration specifically highlights alerting when a certificate is within seven days of expiration to provide sufficient time for renewal and prevent downtime. [Web Search Results - Monitor TLS with Datadog]
    *   The issue is identified as external and explicitly states ""no dependency on our databases or caches,"" making internal runbooks like `RB-001_PostgreSQL_Connection_Exhaustion.pdf` or `RB-002_Redis_Memory_Saturation.pdf` not applicable to this root cause.

```json
{
  ""root_cause"": ""external"",
  ""service_affected"": ""external""
}
```",3
E2-external-dns-vendor,custom_payload,E,28c5683e-a3d8-4a3e-9df1-d4d66bd1261d,2026-09-01T21:21:46.263771,external,True,RUNBOOK-AUTO-CHECKOUT-SERVICE-f74c3808.md; RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md,False,True,False,15.6,OK,"Segundo control negativo, mismo proposito que E1 pero con un fallo de tipo diferente (DNS/red egress vs TLS/certificados), para no sacar conclusiones de un unico caso.","1.  **Quick diagnosis**
    P2 alert indicates intermittent (34.5% failure rate) and high latency (8200ms) DNS resolution failures for `partner-webhooks.external-vendor.com`. This specifically affects outbound calls to a third-party vendor, with no internal services, databases, or caches identified as involved in the DNS path. The likely root cause is an issue with the external vendor's DNS, our outbound DNS resolvers, or network path to the external DNS infrastructure.

2.  **Recommended steps**
    1.  **Verify External DNS Resolution:** Immediately perform `dig` or `nslookup` for `partner-webhooks.external-vendor.com` from our network egress points to confirm resolution status, IP, and latency.
    2.  **Check Internal DNS Configuration:** Review recent changes to our DNS resolvers or outbound network configurations that might impact external lookups.
    3.  **Monitor External Vendor Status:** Check `external-vendor.com`'s official status page or incident reports for known DNS or webhook service issues.
    4.  **Notify Downstream Services:** Alert relevant application teams (e.g., `payment-service`, `checkout-service`) that rely on this external webhook, as outbound calls are experiencing significant failures and delays.
    5.  **Review Datadog Retry Impact:** Consider the impact of Datadog's webhook retry policy (5 retries, 15-second timeout) on our service's outbound call queue and overall processing latency for affected calls.

3.  **Relevant context from KB**
    *   DNS performance issues, whether internal or third-party, frequently lead to downstream failures impacting end-user experience, underscoring the criticality of this alert ([Datadog Releases Monitoring Features for Detecting and Debugging DNS Issues | Datadog]).
    *   Datadog's webhook integration includes a retry mechanism for 5XX responses or internal errors, with up to 5 retries and a 15-second timeout per request, which can exacerbate latency or backlog for services making these outbound calls ([Webhooks - Datadog Docs]).
    *   While focused on internal issues, runbooks for services like `checkout-service` ([RUNBOOK-AUTO-CHECKOUT-SERVICE-f74c3808.md]) and `payment-service` ([RUNBOOK-AUTO-PAYMENT-SERVICE-894bd98f.md]) illustrate the severe impact that external dependencies can have on core system performance and availability.

```json
{
  ""root_cause"": ""external"",
  ""service_affected"": ""external""
}
```",1
E2-external-dns-vendor,custom_payload,E,b6e53519-64a8-4eab-b2e7-fa01a172033d,2026-09-01T21:22:07.248881,external,True,,True,False,False,16.1,OK,"Segundo control negativo, mismo proposito que E1 pero con un fallo de tipo diferente (DNS/red egress vs TLS/certificados), para no sacar conclusiones de un unico caso.","1.  **Quick diagnosis**
    P2 alert indicating significant DNS resolution failures (34.5% failure rate, 8200ms latency) for outbound calls to `partner-webhooks.external-vendor.com`. This is an external-facing connectivity issue specifically affecting a third-party vendor integration, explicitly excluding internal services or databases as the direct cause in the DNS path.

2.  **Recommended steps**
    1.  **External Vendor Status Check:** Immediately check the status page of `external-vendor.com` for any reported incidents or maintenance impacting their webhook endpoint or DNS.
    2.  **External DNS Validation:** Perform `dig` or `nslookup` queries for `partner-webhooks.external-vendor.com` from multiple public DNS resolvers (e.g., 8.8.8.8, 1.1.1.1) to confirm resolvability and latency from outside our network.
    3.  **Internal DNS Resolver Health:** Verify the health and performance of the DNS resolvers used by our infrastructure for outbound lookups. Confirm no internal DNS server issues are impacting external resolution.
    4.  **Network Egress Review:** Review network egress rules and firewall logs from the hosts responsible for sending webhooks to `partner-webhooks.external-vendor.com` to ensure no blocking or throttling.
    5.  **Contact Vendor:** If external validation confirms the issue is outside our infrastructure, escalate to `external-vendor.com` support with detailed observations and diagnostic data.

3.  **Relevant context from KB**
    *   DNS performance issues, whether internal or third-party, commonly lead to ""downstream failure that impacts the end-user experience"" and require dedicated monitoring (Datadog Releases Monitoring Features for Detecting and Debugging DNS Issues | Datadog).
    *   Datadog's webhook integration includes retry mechanisms for endpoint failures, with a 15-second timeout and 5 retries for 5XX responses or internal errors, indicating that persistent DNS resolution issues will exhaust these retries (Webhooks - Datadog Docs).

```json
{
  ""root_cause"": ""external"",
  ""service_affected"": ""external""
}
```",2
